TITLE,candidate_name,direct_langs_found_count,direct_langs_found,all_wiki_langs_count,all_wiki_langs,timestamp_utc,exists_en,title_en,exists_it,title_it,exists_de,title_de,exists_fr,title_fr,exists_nl,title_nl,exists_es,title_es
Portrait of a Gentleman with a Rosary,Portrait of,0,,0,,2025-08-28T13:27:37Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-portrait at 22,,0,,0,,2025-08-28T13:27:37Z,,,,,,,,,,,,
Portrait of a Venetian Woman,A Venetian Woman,0,,0,,2025-08-28T13:27:44Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman,Portrait of,0,,0,,2025-08-28T13:27:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman,Venetian Woman,0,,0,,2025-08-28T13:27:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man with an Oil-lamp,A Young Man With An Oil,0,,0,,2025-08-28T13:28:03Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man with an Oil-lamp,Portrait of,0,,0,,2025-08-28T13:28:10Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man with an Oil-lamp,Young Man,1,en,1,en,2025-08-28T13:28:17Z,TRUE,Young Man,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Youth in a Pink Coat,,0,,0,,2025-08-28T13:28:17Z,,,,,,,,,,,,
Portrait of a Youth,A Youth,0,,0,,2025-08-28T13:28:23Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Youth,Portrait of,0,,0,,2025-08-28T13:28:30Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Portrait of Dona Isabel de Requesens, Vice-Queen of Naples",Dona Isabel de Requesens,0,,0,,2025-08-28T13:28:37Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Portrait of Dona Isabel de Requesens, Vice-Queen of Naples",Portrait of Dona Isabel de Requesens,1,en,7,"arz,az,en,fr,it,ja,zh",2025-08-28T13:28:43Z,TRUE,Portrait of Doña Isabel de Requesens y Enríquez de Cardona-Anglesola,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Man in Armour,,0,,0,,2025-08-28T13:28:43Z,,,,,,,,,,,,
Portrait of Charles V Seated,Charles V Seated,0,,0,,2025-08-28T13:28:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Charles V Seated,Charles V,2,"en,fr",45,"anp,ar,ast,bar,be,bg,br,ca,cs,cy,da,de,en,eo,es,et,fi,fr,hr,hu,hy,it,ja,ka,lt,lv,nb,nl,nn,oc,pl,pnb,pt,ru,scn,sk,sr,sv,sw,tr,uk,ur,vls,wuu,zh",2025-08-28T13:28:56Z,TRUE,Charles V,FALSE,,FALSE,,TRUE,Charles V,FALSE,,FALSE,
Portrait of Charles V Seated,Portrait of Charles V Seated,0,,0,,2025-08-28T13:29:02Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Portrait of Edward, Prince of Wales",Edward,6,"en,it,de,fr,nl,es",15,"ar,be-tarask,br,de,en,et,ff,id,is,pl,simple,sv,ta,tr,yue",2025-08-28T13:29:06Z,TRUE,Edward,TRUE,Edward,TRUE,Edward,TRUE,Edward,TRUE,Eduard,TRUE,Edward
"Portrait of Edward, Prince of Wales","Edward, Prince of Wales",1,en,6,"af,cy,en,fa,id,it",2025-08-28T13:29:13Z,TRUE,"Edward, Prince of Wales",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Portrait of Edward, Prince of Wales",Portrait of Edward,0,,0,,2025-08-28T13:29:19Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Head of a Man,Head of,0,,0,,2025-08-28T13:29:26Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,A Lady,1,en,1,en,2025-08-28T13:29:33Z,TRUE,A Lady,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,Portrait of,0,,0,,2025-08-28T13:29:40Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Martin Luther,Martin Luther,6,"en,it,de,fr,nl,es",192,"af,am,an,ang,anp,ar,ary,arz,as,ast,av,awa,az,azb,ba,bar,bcl,be,be-tarask,bew,bg,bh,bi,bn,br,bs,btm,bxr,ca,ce,ckb,cs,csb,cu,cy,da,de,diq,dty,el,eml,en,eo,es,et,eu,ext,fa,fi,fj,fo,fr,frp,frr,fy,ga,gan,gcr,gd,gl,gn,gom,got,gsw,gv,hak,he,hi,hif,hr,hsb,ht,hu,hy,hyw,ia,iba,id,ie,ilo,io,is,it,ja,jv,ka,kbp,kk,kn,knc,ko,ku,kw,ky,la,lad,lb,lez,lfn,li,lij,lld,lmo,ln,lt,lv,lzh,mad,mai,mg,min,mk,ml,mn,mr,mrj,ms,mt,my,myv,mzn,nan,nap,nb,nds,nds-nl,ne,new,nia,nl,nn,nrm,oc,pa,pcd,pl,pms,pnb,ps,pt,qu,rm,ro,ru,rue,rup,sa,sah,sat,sc,scn,sco,sgs,sh,simple,sk,sl,sm,sq,sr,stq,sv,sw,szl,szy,ta,te,th,tk,tl,tpi,tr,tt,ty,uk,ur,uz,vec,vep,vi,vo,vro,wa,war,wuu,xmf,yi,yo,yue,zea,zh,zu",2025-08-28T13:29:44Z,TRUE,Martin Luther,TRUE,Martin Lutero,TRUE,Martin Luther,TRUE,Martin Luther,TRUE,Martin Luther,TRUE,Martín Lutero
Portrait of Martin Luther,Portrait of Martin Luther,0,,0,,2025-08-28T13:29:51Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Katharina von Bora,Katharina von Bora,6,"en,it,de,fr,nl,es",45,"af,ar,arz,ast,be,br,bs,ca,cs,da,de,en,eo,es,et,eu,fa,fi,fr,glk,hu,id,io,it,ja,ka,ko,la,lv,mg,mzn,nb,nl,oc,pl,pt,ro,ru,sk,sr,sv,tr,uk,vi,zh",2025-08-28T13:29:54Z,TRUE,Katharina von Bora,TRUE,Katharina von Bora,TRUE,Katharina von Bora,TRUE,Catherine de Bore,TRUE,Katharina von Bora,TRUE,Catalina de Bora
Portrait of a Musician,A Musician,0,,0,,2025-08-28T13:30:01Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Musician,Portrait of,0,,0,,2025-08-28T13:30:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Thomas Howard, Duke of Norfolk","Thomas Howard, Duke of Norfolk",1,en,21,"ar,de,en,eo,es,fi,fr,he,hu,it,ja,la,nb,nl,pl,pt,ru,simple,sv,uk,zh",2025-08-28T13:30:15Z,TRUE,"Thomas Howard, 3rd Duke of Norfolk",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Thomas Howard, Duke of Norfolk",Thomas Howard,6,"en,it,de,fr,nl,es",12,"ar,de,en,fi,fr,it,ja,ko,nl,pl,ru,sv",2025-08-28T13:30:18Z,TRUE,Thomas Howard,TRUE,Thomas Howard,TRUE,Thomas Howard,TRUE,Thomas Howard,TRUE,Thomas Howard,TRUE,Thomas Howard
Portrait of Dr. Johannes Scheyring,Dr. Johannes Scheyring,0,,0,,2025-08-28T13:30:25Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Dr. Johannes Scheyring,Portrait of,0,,0,,2025-08-28T13:30:32Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Dr. Johannes Scheyring,Johannes Scheyring,1,de,1,de,2025-08-28T13:30:39Z,FALSE,,FALSE,,TRUE,Johannes Scheyring,FALSE,,FALSE,,FALSE,
Self-Portrait at 26,,0,,0,,2025-08-28T13:30:39Z,,,,,,,,,,,,
Self-Portrait,,0,,0,,2025-08-28T13:30:39Z,,,,,,,,,,,,
Portrait of a Venetian Woman,A Venetian Woman,0,,0,,2025-08-28T13:30:45Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman,Portrait of,0,,0,,2025-08-28T13:30:52Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman,Venetian Woman,0,,0,,2025-08-28T13:30:59Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
A Lady in a Fur Wrap,,0,,0,,2025-08-28T13:30:59Z,,,,,,,,,,,,
Portrait of a Gentleman from the Casa de Leiva,A Gentleman From the Casa de Leiva,0,,0,,2025-08-28T13:31:06Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Gentleman from the Casa de Leiva,Portrait of,0,,0,,2025-08-28T13:31:12Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Gentleman from the Casa de Leiva,The Casa de Leiva,0,,0,,2025-08-28T13:31:19Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Engraver of Semi-Precious Stones,An Engraver of Semi,0,,0,,2025-08-28T13:31:26Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Engraver of Semi-Precious Stones,Portrait of,0,,0,,2025-08-28T13:31:32Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Engraver of Semi-Precious Stones,Engraver of Semi,0,,0,,2025-08-28T13:31:39Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Elisabetta Gonzaga,Elisabetta Gonzaga,4,"en,it,de,es",19,"arz,bg,br,ca,de,el,en,eo,es,eu,fr,hy,it,ja,ko,pl,pt,ru,sv",2025-08-28T13:31:44Z,TRUE,Elisabetta Gonzaga,TRUE,Elisabetta Gonzaga,TRUE,Elisabetta Gonzaga,FALSE,,FALSE,,TRUE,Isabel Gonzaga
Portrait of Jörg Fugger,Jörg Fugger,0,,0,,2025-08-28T13:31:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Jörg Fugger,Portrait of Jörg Fugger,1,en,5,"arz,en,es,fr,it",2025-08-28T13:31:57Z,TRUE,Portrait of Georg Fugger,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman (La Belle Nani),A Venetian Woman,0,,0,,2025-08-28T13:32:04Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman (La Belle Nani),Portrait of,0,,0,,2025-08-28T13:32:10Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Venetian Woman (La Belle Nani),Venetian Woman,0,,0,,2025-08-28T13:32:17Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
The Bravo,The Bravo,1,en,2,"en,ru",2025-08-28T13:32:24Z,TRUE,The Bravo,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Emperor Charles V at Mühlberg,Emperor Charles V,1,en,100,"af,an,ar,arz,ast,az,azb,be,be-tarask,bg,bn,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,ext,fa,fi,fr,fy,ga,gd,gl,gsw,he,hi,hr,hu,hy,ia,id,io,is,it,ja,ka,kbp,ko,la,lb,lfn,lij,lt,lv,lzh,mg,mk,mr,ms,mwl,nan,nb,nds,nds-nl,nl,nn,oc,pl,pnb,ps,pt,qu,ro,ru,scn,sco,sh,simple,sk,sl,sq,sr,sv,ta,th,tl,tr,uk,ur,uz,vec,vi,vls,vro,wa,war,wuu,xmf,yue,zea,zh",2025-08-28T13:32:31Z,TRUE,"Charles V, Holy Roman Emperor",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Emperor Charles V at Mühlberg,Charles V,2,"en,fr",45,"anp,ar,ast,bar,be,bg,br,ca,cs,cy,da,de,en,eo,es,et,fi,fr,hr,hu,hy,it,ja,ka,lt,lv,nb,nl,nn,oc,pl,pnb,pt,ru,scn,sk,sr,sv,sw,tr,uk,ur,vls,wuu,zh",2025-08-28T13:32:37Z,TRUE,Charles V,FALSE,,FALSE,,TRUE,Charles V,FALSE,,FALSE,
Cosimo il Vecchio,,0,,0,,2025-08-28T13:32:37Z,,,,,,,,,,,,
Portrait of Erasmus of Rotterdam Writing,Erasmus of Rotterdam Writing,0,,0,,2025-08-28T13:32:44Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Erasmus of Rotterdam Writing,Portrait of Erasmus of Rotterdam Writing,0,,0,,2025-08-28T13:32:51Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
La Fornarina (detail),La Fornarina,5,"en,it,de,fr,es",28,"ar,arz,az,be,br,ca,cs,el,en,eo,es,fa,fr,fur,hy,id,it,ja,ksh,lt,lv,pl,ru,si,sl,sv,th,uk",2025-08-28T13:32:57Z,TRUE,La Fornarina,TRUE,La Fornarina,TRUE,Margherita Luti,TRUE,La Fornarina,FALSE,,TRUE,La Fornarina
Portrait of Gilles Joye,Gilles Joye,5,"en,it,de,fr,nl",9,"arz,de,en,eo,fr,gl,it,nl,vi",2025-08-28T13:33:02Z,TRUE,Gilles Joye,TRUE,Gilles Joye,TRUE,Gilles Joye,TRUE,Gilles Joye,TRUE,Gilles Joye,FALSE,
Portrait of Gilles Joye,Portrait of Gilles Joye,0,,0,,2025-08-28T13:33:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Man with a Glove,,0,,0,,2025-08-28T13:33:09Z,,,,,,,,,,,,
Lady Rich (Elizabeth Jenks),Lady Rich,0,,0,,2025-08-28T13:33:15Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Lucina Brembati,Lucina Brembati,0,,0,,2025-08-28T13:33:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Lucina Brembati,Portrait of Lucina Brembati,1,en,5,"arz,en,es,it,ml",2025-08-28T13:33:29Z,TRUE,Portrait of Lucina Brembati,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Man with a Golden Paw,Golden Paw,0,,0,,2025-08-28T13:33:36Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Giuliano de' Medici,Giuliano De' Medici,6,"en,it,de,fr,nl,es",39,"af,ar,be,bg,br,ca,cs,de,el,en,es,eu,fa,fi,fr,he,hr,hu,hy,it,ja,ka,ko,la,mr,nb,nl,pl,pt,ro,ru,sh,sk,sr,sv,tr,uk,vls,zh",2025-08-28T13:33:46Z,TRUE,Giuliano de' Medici,TRUE,Giuliano de' Medici,TRUE,Giuliano de’ Medici,TRUE,L'Enfant du meurtre,TRUE,Giuliano de' Medici,TRUE,Juliano de Médici
Portrait of Giuliano de' Medici,Portrait of Giuliano,0,,0,,2025-08-28T13:33:53Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Genoese Nobleman,A Genoese Nobleman,0,,0,,2025-08-28T13:34:00Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Genoese Nobleman,Portrait of,0,,0,,2025-08-28T13:34:07Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Genoese Nobleman,Genoese Nobleman,0,,0,,2025-08-28T13:34:14Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Woman,A Young Woman,0,,0,,2025-08-28T13:34:21Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Woman,Portrait of,0,,0,,2025-08-28T13:34:27Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Woman,Young Woman,1,en,208,"af,am,an,ang,anp,ar,arc,ary,arz,as,ast,atj,awa,ay,az,azb,ba,bar,bcl,be,be-tarask,bew,bg,bh,bjn,bn,bo,br,bs,btm,bxr,ca,cdo,ce,ceb,cho,chr,ckb,co,cs,cu,cv,cy,da,de,diq,dsb,dty,el,en,eo,es,et,eu,ext,fa,fi,fj,fo,fon,fr,frp,fur,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guc,ha,hak,he,hi,hif,hr,hsb,ht,hu,hy,ia,iba,id,ie,ilo,inh,io,is,it,ja,jam,jbo,jv,ka,kcg,kge,kk,kn,knc,ko,krc,ks,ksh,ku,kv,kw,la,lb,lfn,li,lij,lmo,ln,lt,ltg,lv,lzh,mad,mai,map-bms,mg,mhr,min,mk,ml,mn,mr,ms,mt,my,myv,nan,nb,nds,nds-nl,ne,new,nl,nn,nrm,oc,pa,pcd,pcm,pdc,pl,pms,pnb,ps,pt,qu,rn,ro,ru,rue,rup,sah,sat,sc,scn,sco,sd,sgs,sh,si,simple,sk,skr,sl,sn,so,sq,sr,sv,sw,szy,ta,tay,te,tg,th,tk,tl,tn,tr,ts,tt,tyv,uk,ur,uz,vep,vi,vls,vro,wa,war,wo,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T13:34:34Z,TRUE,Woman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Procurator Nicolò Priuli,Procurator Nicolò Priuli,0,,0,,2025-08-28T13:34:41Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Procurator Nicolò Priuli,Portrait of Procurator Nicolò Priuli,0,,0,,2025-08-28T13:34:48Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-Portrait,,0,,0,,2025-08-28T13:34:48Z,,,,,,,,,,,,
Portrait of Margaret of Austria,Margaret of Austria,1,en,24,"ar,be,bg,br,ca,cs,da,de,en,eo,fr,hr,hu,ja,nl,pt,ro,ru,sk,sr,sv,uk,vls,zh",2025-08-28T13:34:54Z,TRUE,Margaret of Austria,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Margaret of Austria,Portrait of Margaret of Austria,0,,0,,2025-08-28T13:35:01Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Lady Lee (Margaret Wyatt),Lady Lee,1,en,1,en,2025-08-28T13:35:09Z,TRUE,Lady Lee,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Nobleman with his Hand on his Chest,,0,,0,,2025-08-28T13:35:09Z,,,,,,,,,,,,
Portrait of Procurator Antonio Cappello,Procurator Antonio Cappello,0,,0,,2025-08-28T13:35:15Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Procurator Antonio Cappello,Portrait of Procurator Antonio Cappello,0,,0,,2025-08-28T13:35:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Johannes Carion,Johannes Carion,3,"en,it,de",5,"arz,de,en,it,ru",2025-08-28T13:35:28Z,TRUE,Johann Carion,TRUE,Johann Carion,TRUE,Johannes Carion,FALSE,,FALSE,,FALSE,
Francesco d'Este,,0,,0,,2025-08-28T13:35:28Z,,,,,,,,,,,,
Flora,,0,,0,,2025-08-28T13:35:28Z,,,,,,,,,,,,
Gentleman in Black,,0,,0,,2025-08-28T13:35:28Z,,,,,,,,,,,,
Antoine Perrenot de Granvelle (detail),Antoine Perrenot de Granvelle,6,"en,it,de,fr,nl,es",20,"arz,be,bg,ca,cs,de,en,es,eu,fr,it,ja,nb,nl,pl,pt,ru,sl,sv,uk",2025-08-28T13:35:32Z,TRUE,Antoine Perrenot de Granvelle,TRUE,Antoine Perrenot de Granvelle,TRUE,Antoine Perrenot de Granvelle,TRUE,Antoine Perrenot de Granvelle,TRUE,Antoine Perrenot de Granvelle,TRUE,Antonio Perrenot de Granvela
Francesco Guardi as a Halberdier,Francesco Guardi,6,"en,it,de,fr,nl,es",40,"arz,be,ca,cs,da,de,el,en,es,et,eu,fa,fi,fr,he,hr,hu,hy,it,ja,ka,ko,lt,mt,nb,nl,nn,pl,pt,ro,ru,sc,sh,sr,sv,tg,tr,uk,ur,zh",2025-08-28T13:35:36Z,TRUE,Francesco Guardi,TRUE,Francesco Guardi,TRUE,Francesco Guardi,TRUE,Francesco Guardi,TRUE,Francesco Guardi,TRUE,Francesco Guardi
Portrait of a Lady,A Lady,1,en,1,en,2025-08-28T13:35:43Z,TRUE,A Lady,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,Portrait of,0,,0,,2025-08-28T13:35:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Laura Eustochia,Laura Eustochia,0,,0,,2025-08-28T13:35:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Laura Eustochia,Portrait of Laura Eustochia,0,,0,,2025-08-28T13:36:03Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Hans Melber,Hans Melber,0,,0,,2025-08-28T13:36:10Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tomaso or Vincenzo Mosti,Tomaso Or Vincenzo Mosti,0,,0,,2025-08-28T13:36:17Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tomaso or Vincenzo Mosti,Portrait of Tomaso,0,,0,,2025-08-28T13:36:24Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tomaso or Vincenzo Mosti,Vincenzo Mosti,1,fr,6,"arz,en,fr,it,ja,ru",2025-08-28T13:36:31Z,FALSE,,FALSE,,FALSE,,TRUE,Portrait de Vincenzo Mosti,FALSE,,FALSE,
Young Man at Prayer,Young Man,1,en,1,en,2025-08-28T13:36:37Z,TRUE,Young Man,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Old Man,An Old Man,0,,0,,2025-08-28T13:36:44Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Old Man,Portrait of,0,,0,,2025-08-28T13:36:51Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Old Man,Old Man,6,"en,it,de,fr,nl,es",9,"ceb,de,en,es,fr,it,nl,pl,so",2025-08-28T13:36:54Z,TRUE,Old man,TRUE,Old man,TRUE,Old Man,TRUE,Old Man,TRUE,Old man,TRUE,Old Man
Portrait of Count Antonio Porcia,Count Antonio Porcia,0,,0,,2025-08-28T13:37:01Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Count Antonio Porcia,Portrait of Count Antonio Porcia,0,,0,,2025-08-28T13:37:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Man with a Gold Embroidered Cap,A Man With A Gold Embroidered Cap,0,,0,,2025-08-28T13:37:15Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Man with a Gold Embroidered Cap,Portrait of,0,,0,,2025-08-28T13:37:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Man with a Gold Embroidered Cap,Gold Embroidered Cap,0,,0,,2025-08-28T13:37:28Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Man Holding Gloves and Letter,A Man,2,"en,fr",8,"azb,de,el,en,fr,it,pt,sr",2025-08-28T13:37:35Z,TRUE,A Man,FALSE,,FALSE,,TRUE,A Man,FALSE,,FALSE,
Portrait of a Man Holding Gloves and Letter,Portrait of,0,,0,,2025-08-28T13:37:41Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Doctor Rodrigo de la Fuente (El Médico),Doctor Rodrigo de la Fuente,0,,0,,2025-08-28T13:37:48Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Doctor Rodrigo de la Fuente (El Médico),Portrait of Doctor Rodrigo de la Fuente,0,,0,,2025-08-28T13:37:55Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Rodrigo Vázquez,Rodrigo Vázquez,2,"en,es",1,en,2025-08-28T13:38:02Z,TRUE,Rodrigo Vázquez,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,Rodrigo Vázquez
Portrait of Rodrigo Vázquez,Portrait of Rodrigo Vázquez,0,,0,,2025-08-28T13:38:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,A Lady,1,en,1,en,2025-08-28T13:38:15Z,TRUE,A Lady,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,Portrait of,0,,0,,2025-08-28T13:38:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Woman,A Young Woman,0,,0,,2025-08-28T13:38:29Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Woman,Portrait of,0,,0,,2025-08-28T13:38:36Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Woman,Young Woman,1,en,208,"af,am,an,ang,anp,ar,arc,ary,arz,as,ast,atj,awa,ay,az,azb,ba,bar,bcl,be,be-tarask,bew,bg,bh,bjn,bn,bo,br,bs,btm,bxr,ca,cdo,ce,ceb,cho,chr,ckb,co,cs,cu,cv,cy,da,de,diq,dsb,dty,el,en,eo,es,et,eu,ext,fa,fi,fj,fo,fon,fr,frp,fur,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guc,ha,hak,he,hi,hif,hr,hsb,ht,hu,hy,ia,iba,id,ie,ilo,inh,io,is,it,ja,jam,jbo,jv,ka,kcg,kge,kk,kn,knc,ko,krc,ks,ksh,ku,kv,kw,la,lb,lfn,li,lij,lmo,ln,lt,ltg,lv,lzh,mad,mai,map-bms,mg,mhr,min,mk,ml,mn,mr,ms,mt,my,myv,nan,nb,nds,nds-nl,ne,new,nl,nn,nrm,oc,pa,pcd,pcm,pdc,pl,pms,pnb,ps,pt,qu,rn,ro,ru,rue,rup,sah,sat,sc,scn,sco,sd,sgs,sh,si,simple,sk,skr,sl,sn,so,sq,sr,sv,sw,szy,ta,tay,te,tg,th,tk,tl,tn,tr,ts,tt,tyv,uk,ur,uz,vep,vi,vls,vro,wa,war,wo,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T13:38:45Z,TRUE,Woman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Antonio Anselmi,Antonio Anselmi,0,,0,,2025-08-28T13:38:52Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Antonio Anselmi,Portrait of Antonio Anselmi,0,,0,,2025-08-28T13:38:58Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Architect,,0,,0,,2025-08-28T13:38:59Z,,,,,,,,,,,,
Daniele Barbaro,Daniele Barbaro,6,"en,it,de,fr,nl,es",18,"arz,ca,cs,de,en,eo,es,fa,fi,fr,it,ko,nb,nl,oc,pt,ru,zh",2025-08-28T13:39:02Z,TRUE,Daniele Barbaro,TRUE,Daniele Barbaro,TRUE,Daniele Barbaro,TRUE,Daniel Barbaro,TRUE,Daniele Barbaro,TRUE,Daniele Barbaro
La Bella,La Bella,4,"en,it,de,nl",16,"ar,arz,ca,de,en,es,eu,fr,it,ja,ml,nl,pl,ru,sv,uk",2025-08-28T13:39:07Z,TRUE,La Bella,TRUE,La Bella,TRUE,La Bella,FALSE,,TRUE,La Bella,FALSE,
