TITLE,candidate_name,direct_langs_found_count,direct_langs_found,all_wiki_langs_count,all_wiki_langs,timestamp_utc,exists_en,title_en,exists_it,title_it,exists_de,title_de,exists_fr,title_fr,exists_nl,title_nl,exists_es,title_es
Portrait of a Woman,A Woman,4,"en,it,fr,es",14,"bn,de,en,es,fr,it,ja,ko,nl,pt,ru,sk,sv,zh",2025-08-28T16:06:06Z,TRUE,Woman (disambiguation),TRUE,A Woman,FALSE,,TRUE,Mam'zelle Charlot,FALSE,,TRUE,A Woman
Portrait of a Woman,Portrait of,0,,0,,2025-08-28T16:06:12Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Woman,A Woman,4,"en,it,fr,es",14,"bn,de,en,es,fr,it,ja,ko,nl,pt,ru,sk,sv,zh",2025-08-28T16:06:17Z,TRUE,Woman (disambiguation),TRUE,A Woman,FALSE,,TRUE,Mam'zelle Charlot,FALSE,,TRUE,A Woman
Portrait of a Woman,Portrait of,0,,0,,2025-08-28T16:06:24Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man,A Young Man,0,,0,,2025-08-28T16:06:30Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man,Portrait of,0,,0,,2025-08-28T16:06:37Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man,Young Man,1,en,1,en,2025-08-28T16:06:43Z,TRUE,Young Man,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man,A Young Man,0,,0,,2025-08-28T16:06:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man,Portrait of,0,,0,,2025-08-28T16:06:56Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man,Young Man,1,en,1,en,2025-08-28T16:07:02Z,TRUE,Young Man,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Unknown Young Man,An Unknown Young Man,0,,0,,2025-08-28T16:07:09Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Unknown Young Man,Portrait of,0,,0,,2025-08-28T16:07:16Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Unknown Young Man,Unknown Young Man,0,,0,,2025-08-28T16:07:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Unknown Gentleman,An Unknown Gentleman,0,,0,,2025-08-28T16:07:29Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Unknown Gentleman,Portrait of,0,,0,,2025-08-28T16:07:35Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of an Unknown Gentleman,Unknown Gentleman,0,,0,,2025-08-28T16:07:42Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Francesco I de' Medici,Francesco I De' Medici,3,"en,it,nl",37,"an,ar,arz,az,be,bg,br,ca,cs,de,el,en,es,eu,fi,fr,he,hu,hy,id,it,ja,ka,ko,la,nl,pl,pt,ro,ru,sr,sv,th,tr,uk,vi,zh",2025-08-28T16:07:51Z,TRUE,Francesco I de' Medici,TRUE,Francesco I de' Medici,FALSE,,FALSE,,TRUE,Francesco I de' Medici,FALSE,
Portrait of Francesco I de' Medici,Francesco I,2,"en,it",6,"br,de,en,ja,ko,ru",2025-08-28T16:07:56Z,TRUE,Francesco I,TRUE,Francesco I,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Francesco I de' Medici,Portrait of Francesco I,0,,0,,2025-08-28T16:08:03Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Gentleman,A Gentleman,2,"en,fr",7,"bn,cy,en,fa,fr,hi,id",2025-08-28T16:08:09Z,TRUE,A Gentleman,FALSE,,FALSE,,TRUE,A Gentleman,FALSE,,FALSE,
Portrait of a Gentleman,Portrait of,0,,0,,2025-08-28T16:08:15Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Man,A Man,2,"en,fr",8,"azb,de,el,en,fr,it,pt,sr",2025-08-28T16:08:21Z,TRUE,A Man,FALSE,,FALSE,,TRUE,A Man,FALSE,,FALSE,
Portrait of a Man,Portrait of,0,,0,,2025-08-28T16:08:27Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Woman,A Woman,4,"en,it,fr,es",14,"bn,de,en,es,fr,it,ja,ko,nl,pt,ru,sk,sv,zh",2025-08-28T16:08:32Z,TRUE,Woman (disambiguation),TRUE,A Woman,FALSE,,TRUE,Mam'zelle Charlot,FALSE,,TRUE,A Woman
Portrait of a Woman,Portrait of,0,,0,,2025-08-28T16:08:39Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Old Man in Profile,Old Man,6,"en,it,de,fr,nl,es",9,"ceb,de,en,es,fr,it,nl,pl,so",2025-08-28T16:08:42Z,TRUE,Old man,TRUE,Old man,TRUE,Old Man,TRUE,Old Man,TRUE,Old man,TRUE,Old Man
Portrait of a Man Holding a Rose,A Man,2,"en,fr",8,"azb,de,el,en,fr,it,pt,sr",2025-08-28T16:08:48Z,TRUE,A Man,FALSE,,FALSE,,TRUE,A Man,FALSE,,FALSE,
Portrait of a Man Holding a Rose,Portrait of,0,,0,,2025-08-28T16:08:54Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,A Lady,1,en,1,en,2025-08-28T16:09:01Z,TRUE,A Lady,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,Portrait of,0,,0,,2025-08-28T16:09:07Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Woman,A Woman,4,"en,it,fr,es",14,"bn,de,en,es,fr,it,ja,ko,nl,pt,ru,sk,sv,zh",2025-08-28T16:09:12Z,TRUE,Woman (disambiguation),TRUE,A Woman,FALSE,,TRUE,Mam'zelle Charlot,FALSE,,TRUE,A Woman
Portrait of a Woman,Portrait of,0,,0,,2025-08-28T16:09:18Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Jan Wyts,Jan Wyts,1,nl,1,nl,2025-08-28T16:09:25Z,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,Wyts de la Boucharderie,FALSE,
Portrait of Jan Wyts,Portrait of Jan Wyts,0,,0,,2025-08-28T16:09:32Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Woman Praying,Woman Praying,0,,0,,2025-08-28T16:09:38Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Profile Portrait of a Young Woman,A Young Woman,0,,0,,2025-08-28T16:09:44Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Profile Portrait of a Young Woman,Profile Portrait of,0,,0,,2025-08-28T16:09:51Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Profile Portrait of a Young Woman,Young Woman,1,en,208,"af,am,an,ang,anp,ar,arc,ary,arz,as,ast,atj,awa,ay,az,azb,ba,bar,bcl,be,be-tarask,bew,bg,bh,bjn,bn,bo,br,bs,btm,bxr,ca,cdo,ce,ceb,cho,chr,ckb,co,cs,cu,cv,cy,da,de,diq,dsb,dty,el,en,eo,es,et,eu,ext,fa,fi,fj,fo,fon,fr,frp,fur,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guc,ha,hak,he,hi,hif,hr,hsb,ht,hu,hy,ia,iba,id,ie,ilo,inh,io,is,it,ja,jam,jbo,jv,ka,kcg,kge,kk,kn,knc,ko,krc,ks,ksh,ku,kv,kw,la,lb,lfn,li,lij,lmo,ln,lt,ltg,lv,lzh,mad,mai,map-bms,mg,mhr,min,mk,ml,mn,mr,ms,mt,my,myv,nan,nb,nds,nds-nl,ne,new,nl,nn,nrm,oc,pa,pcd,pcm,pdc,pl,pms,pnb,ps,pt,qu,rn,ro,ru,rue,rup,sah,sat,sc,scn,sco,sd,sgs,sh,si,simple,sk,skr,sl,sn,so,sq,sr,sv,sw,szy,ta,tay,te,tg,th,tk,tl,tn,tr,ts,tt,tyv,uk,ur,uz,vep,vi,vls,vro,wa,war,wo,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T16:09:58Z,TRUE,Woman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Elena Gaddi Quaratesi,Elena Gaddi Quaratesi,0,,0,,2025-08-28T16:10:04Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Elena Gaddi Quaratesi,Portrait of Elena Gaddi Quaratesi,0,,0,,2025-08-28T16:10:11Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Queen Elisabeth I,Queen Elisabeth I,1,en,151,"af,am,an,ang,ar,arz,as,ast,az,azb,ba,be,be-tarask,bew,bg,bn,br,bs,btm,bxr,ca,ce,ceb,ckb,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frr,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guw,gv,ha,he,hi,hif,hr,hsb,ht,hu,hy,ia,id,ilo,io,is,it,ja,jam,jv,ka,kk,km,kn,knc,ko,kw,la,lb,lez,lfn,li,lij,lld,lmo,lt,lv,lzh,mad,mai,mg,min,mk,ml,mn,mr,ms,my,myv,nan,nb,nds,ne,new,nl,nn,oc,olo,pa,pl,pms,pnb,ps,pt,qu,ro,ru,rue,sa,sah,scn,sco,sgs,sh,si,simple,sk,sl,sq,sr,sv,sw,szy,ta,te,th,tl,tr,tt,uk,ur,uz,vep,vi,vro,war,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T16:10:18Z,TRUE,Elizabeth I,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Queen Elisabeth I,Elisabeth I,3,"en,fr,nl",151,"af,am,an,ang,ar,arz,as,ast,az,azb,ba,be,be-tarask,bew,bg,bn,br,bs,btm,bxr,ca,ce,ceb,ckb,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frr,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guw,gv,ha,he,hi,hif,hr,hsb,ht,hu,hy,ia,id,ilo,io,is,it,ja,jam,jv,ka,kk,km,kn,knc,ko,kw,la,lb,lez,lfn,li,lij,lld,lmo,lt,lv,lzh,mad,mai,mg,min,mk,ml,mn,mr,ms,my,myv,nan,nb,nds,ne,new,nl,nn,oc,olo,pa,pl,pms,pnb,ps,pt,qu,ro,ru,rue,sa,sah,scn,sco,sgs,sh,si,simple,sk,sl,sq,sr,sv,sw,szy,ta,te,th,tl,tr,tt,uk,ur,uz,vep,vi,vro,war,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T16:10:23Z,TRUE,Elizabeth I,FALSE,,FALSE,,TRUE,Élisabeth Ire,TRUE,Elisabeth I,FALSE,
Portrait of Queen Elisabeth I,Portrait of Queen Elisabeth I,0,,0,,2025-08-28T16:10:30Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Queen Elizabeth I ('The Ditchley portrait'),Queen Elizabeth I,1,en,151,"af,am,an,ang,ar,arz,as,ast,az,azb,ba,be,be-tarask,bew,bg,bn,br,bs,btm,bxr,ca,ce,ceb,ckb,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frr,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guw,gv,ha,he,hi,hif,hr,hsb,ht,hu,hy,ia,id,ilo,io,is,it,ja,jam,jv,ka,kk,km,kn,knc,ko,kw,la,lb,lez,lfn,li,lij,lld,lmo,lt,lv,lzh,mad,mai,mg,min,mk,ml,mn,mr,ms,my,myv,nan,nb,nds,ne,new,nl,nn,oc,olo,pa,pl,pms,pnb,ps,pt,qu,ro,ru,rue,sa,sah,scn,sco,sgs,sh,si,simple,sk,sl,sq,sr,sv,sw,szy,ta,te,th,tl,tr,tt,uk,ur,uz,vep,vi,vro,war,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T16:10:37Z,TRUE,Elizabeth I,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Queen Elizabeth I ('The Ditchley portrait'),Elizabeth I,6,"en,it,de,fr,nl,es",151,"af,am,an,ang,ar,arz,as,ast,az,azb,ba,be,be-tarask,bew,bg,bn,br,bs,btm,bxr,ca,ce,ceb,ckb,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frr,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guw,gv,ha,he,hi,hif,hr,hsb,ht,hu,hy,ia,id,ilo,io,is,it,ja,jam,jv,ka,kk,km,kn,knc,ko,kw,la,lb,lez,lfn,li,lij,lld,lmo,lt,lv,lzh,mad,mai,mg,min,mk,ml,mn,mr,ms,my,myv,nan,nb,nds,ne,new,nl,nn,oc,olo,pa,pl,pms,pnb,ps,pt,qu,ro,ru,rue,sa,sah,scn,sco,sgs,sh,si,simple,sk,sl,sq,sr,sv,sw,szy,ta,te,th,tl,tr,tt,uk,ur,uz,vep,vi,vro,war,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T16:10:40Z,TRUE,Elizabeth I,TRUE,Elizabeth I,TRUE,Elizabeth I,TRUE,Elizabeth I,TRUE,Elizabeth I van Engeland,TRUE,Isabel I
"Portrait of Marguerite d'Angoulême, Queen of Navarre",Marguerite D'Angoulême,3,"en,it,fr",51,"ar,arz,ast,azb,be,be-tarask,bg,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frp,gl,he,hr,hu,hy,it,ja,ka,kk,ko,la,nb,nl,oc,pl,pt,ro,ru,sh,sk,sr,sv,tr,uk,uz,vi,zh",2025-08-28T16:10:49Z,TRUE,Marguerite de Navarre,TRUE,Margherita d'Angoulême,FALSE,,TRUE,Marguerite de Valois-Angoulême,FALSE,,FALSE,
"Portrait of Marguerite d'Angoulême, Queen of Navarre","Angoulême, Queen of Navarre",0,,0,,2025-08-28T16:10:55Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Portrait of Marguerite d'Angoulême, Queen of Navarre",Angoulême,6,"en,it,de,fr,nl,es",77,"af,an,ar,arz,ast,az,azb,be,br,ca,ce,ceb,cs,cv,cy,da,dag,de,el,eml,en,eo,es,eu,fa,fi,fr,gl,he,hu,hy,id,it,ja,kg,ko,ku,la,lb,lld,lmo,lt,lv,ms,mzn,nan,nb,nl,nn,oc,os,pam,pl,pms,pt,ro,ru,sh,simple,sk,sl,sr,sv,sw,szl,tr,tt,tw,uk,ur,uz,vec,vi,war,wuu,yue,zh",2025-08-28T16:10:59Z,TRUE,Angoulême,TRUE,Angoulême,TRUE,Angoulême,TRUE,Angoulême,TRUE,Angoulême,TRUE,Angulema
"Portrait of Marguerite d'Angoulême, Queen of Navarre",Portrait of Marguerite,0,,0,,2025-08-28T16:11:05Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Queen Anne of Hungary and Bohemia,Queen Anne of Hungary,0,,0,,2025-08-28T16:11:12Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Francesco Querini,Francesco Querini,1,it,1,it,2025-08-28T16:11:18Z,FALSE,,TRUE,Francesco Querini,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Francesco Querini,Portrait of Francesco Querini,0,,0,,2025-08-28T16:11:25Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Pierre Quthe,Pierre Quthe,0,,0,,2025-08-28T16:11:31Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tommaso Raimondi,Tommaso Raimondi,0,,0,,2025-08-28T16:11:37Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tommaso Raimondi,Portrait of Tommaso Raimondi,0,,0,,2025-08-28T16:11:44Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Elizabeth ""Bess"" Throckmorton, Lady Raleigh",,0,,0,,2025-08-28T16:11:44Z,,,,,,,,,,,,
Young Woman in Orison Reading a Book of Hours,Young Woman,1,en,208,"af,am,an,ang,anp,ar,arc,ary,arz,as,ast,atj,awa,ay,az,azb,ba,bar,bcl,be,be-tarask,bew,bg,bh,bjn,bn,bo,br,bs,btm,bxr,ca,cdo,ce,ceb,cho,chr,ckb,co,cs,cu,cv,cy,da,de,diq,dsb,dty,el,en,eo,es,et,eu,ext,fa,fi,fj,fo,fon,fr,frp,fur,fy,ga,gan,gcr,gd,gl,gn,gsw,gu,guc,ha,hak,he,hi,hif,hr,hsb,ht,hu,hy,ia,iba,id,ie,ilo,inh,io,is,it,ja,jam,jbo,jv,ka,kcg,kge,kk,kn,knc,ko,krc,ks,ksh,ku,kv,kw,la,lb,lfn,li,lij,lmo,ln,lt,ltg,lv,lzh,mad,mai,map-bms,mg,mhr,min,mk,ml,mn,mr,ms,mt,my,myv,nan,nb,nds,nds-nl,ne,new,nl,nn,nrm,oc,pa,pcd,pcm,pdc,pl,pms,pnb,ps,pt,qu,rn,ro,ru,rue,rup,sah,sat,sc,scn,sco,sd,sgs,sh,si,simple,sk,skr,sl,sn,so,sq,sr,sv,sw,szy,ta,tay,te,tg,th,tk,tl,tn,tr,ts,tt,tyv,uk,ur,uz,vep,vi,vls,vro,wa,war,wo,wuu,xmf,yi,yo,yue,za,zh",2025-08-28T16:11:51Z,TRUE,Woman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Read-headed Youth Holding a Drawing,,0,,0,,2025-08-28T16:11:51Z,,,,,,,,,,,,
Woman in a Red Dress,,0,,0,,2025-08-28T16:11:51Z,,,,,,,,,,,,
Portrait of Gabrielle de Rochechouart,Gabrielle de Rochechouart,4,"en,it,de,fr",5,"de,en,fr,sco,sv",2025-08-28T16:11:56Z,TRUE,Gabrielle de Rochechouart de Mortemart (nun),TRUE,Gabrielle de Rochechouart de Mortemart,TRUE,Gabrielle de Rochechouart,TRUE,Gabrielle de Rochechouart,FALSE,,FALSE,
Portrait of Gabrielle de Rochechouart,Portrait of Gabrielle de Rochechouart,0,,0,,2025-08-28T16:12:02Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Nicolaas Rockox,Nicolaas Rockox,4,"en,fr,nl,es",6,"ar,en,es,fr,id,nl",2025-08-28T16:12:07Z,TRUE,Nicolaas Rockox,FALSE,,FALSE,,TRUE,Nicolaas Rockox,TRUE,Nikolaas Rockox,TRUE,Nicolaas Rockox
Portrait of Nicolaas Rockox,Portrait of Nicolaas Rockox,0,,0,,2025-08-28T16:12:13Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
A Young Roman Woman,Young Roman Woman,0,,0,,2025-08-28T16:12:20Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Lady Anne Ruhout,Lady Anne Ruhout,0,,0,,2025-08-28T16:12:27Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Lady Anne Ruhout,Portrait of Lady Anne Ruhout,0,,0,,2025-08-28T16:12:34Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Aristotle,,0,,0,,2025-08-28T16:12:34Z,,,,,,,,,,,,
Cardinal Bessarione,Cardinal Bessarione,0,,0,,2025-08-28T16:12:40Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-Portrait,,0,,0,,2025-08-28T16:12:40Z,,,,,,,,,,,,
Portrait of Girolamo Savonarola,Girolamo Savonarola,5,"en,it,de,nl,es",72,"af,ar,arz,ast,az,be,be-tarask,bg,br,bs,ca,ce,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,ga,gl,gsw,he,hr,hu,hy,id,io,is,it,ja,ka,kk,ko,la,lb,lt,lv,mg,ml,mr,my,nb,nl,nn,oc,pcd,pl,pms,pt,ro,ru,sh,simple,sk,sl,sr,sv,th,tr,uk,vi,war,wuu,yue,zh",2025-08-28T16:12:44Z,TRUE,Girolamo Savonarola,TRUE,Girolamo Savonarola,TRUE,Girolamo Savonarola,FALSE,,TRUE,Girolamo Savonarola,TRUE,Girolamo Savonarola
Portrait of Girolamo Savonarola,Portrait of Girolamo Savonarola,1,en,3,"en,it,ja",2025-08-28T16:12:51Z,TRUE,Portrait of Girolamo Savonarola,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Prince Philip Emmanuel of Savoy,Prince Philip Emmanuel of Savoy,0,,0,,2025-08-28T16:12:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Prince Philip Emmanuel of Savoy,Portrait of Prince Philip Emmanuel of Savoy,0,,0,,2025-08-28T16:13:04Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Matthäus Schwarz,Matthäus Schwarz,4,"en,de,fr,es",7,"ca,de,en,es,fr,pt,ru",2025-08-28T16:13:08Z,TRUE,Matthäus Schwarz,FALSE,,TRUE,Matthäus Schwarz,TRUE,Matthäus Schwarz,FALSE,,TRUE,Matthäus Schwarz
Portrait of Matthäus Schwarz,Portrait of Matthäus Schwarz,0,,0,,2025-08-28T16:13:15Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Seated Youth,A Seated Youth,0,,0,,2025-08-28T16:13:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Seated Youth,Portrait of,0,,0,,2025-08-28T16:13:28Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Seated Youth,Seated Youth,0,,0,,2025-08-28T16:13:35Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Felicitas Seiler,Felicitas Seiler,0,,0,,2025-08-28T16:13:41Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Felicitas Seiler,Portrait of Felicitas Seiler,0,,0,,2025-08-28T16:13:48Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-Portrait in Profile,,0,,0,,2025-08-28T16:13:48Z,,,,,,,,,,,,
Self-Portrait,,0,,0,,2025-08-28T16:13:48Z,,,,,,,,,,,,
Self-Portrait in a Studio,,0,,0,,2025-08-28T16:13:48Z,,,,,,,,,,,,
Portrait of Bianca Maria Visconti,Bianca Maria Visconti,4,"en,it,de,es",21,"az,bg,br,ca,de,el,en,es,fr,hy,id,it,ja,ka,la,lmo,mk,pl,ru,sv,uk",2025-08-28T16:13:53Z,TRUE,Bianca Maria Visconti,TRUE,Bianca Maria Visconti,TRUE,Bianca Maria Visconti,FALSE,,FALSE,,TRUE,Bianca Maria Visconti
Portrait of Bianca Maria Visconti,Portrait of Bianca Maria Visconti,0,,0,,2025-08-28T16:13:59Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Emperor Sigismund of Luxembourg,Emperor Sigismund of Luxembourg,0,,0,,2025-08-28T16:14:06Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Emperor Sigismund of Luxembourg,Portrait of Emperor Sigismund of Luxembourg,0,,0,,2025-08-28T16:14:13Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Filippo di Piero Strozzi, in Armour with the Order of Saint Michel",Saint Michel,6,"en,it,de,fr,nl,es",29,"br,ca,ceb,cs,de,en,es,eu,fi,fr,he,hu,it,ja,ko,lmo,nds,nl,pl,pms,pt,ru,sco,sk,sl,sv,uk,uz,zh",2025-08-28T16:14:18Z,TRUE,Saint-Michel,TRUE,Saint-Michel,TRUE,Saint Michel (Monaco),TRUE,Saint Michel,TRUE,Saint-Michel,TRUE,Saint-Michel
"Filippo di Piero Strozzi, in Armour with the Order of Saint Michel",Filippo di Piero Strozzi,3,"en,it,es",10,"bg,ca,de,en,es,fr,it,pl,pt,zh",2025-08-28T16:14:23Z,TRUE,Filippo di Piero Strozzi,TRUE,Filippo di Piero Strozzi,FALSE,,FALSE,,FALSE,,TRUE,Felipe de Pedro Strozzi
"Filippo di Piero Strozzi, in Armour with the Order of Saint Michel",The Order of Saint Michel,0,,0,,2025-08-28T16:14:30Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
The Tailor,The Tailor,1,en,4,"de,en,ja,pt",2025-08-28T16:14:37Z,TRUE,Tailor (disambiguation),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Portrait of a Woman, called ""The Nun""",A Woman,4,"en,it,fr,es",14,"bn,de,en,es,fr,it,ja,ko,nl,pt,ru,sk,sv,zh",2025-08-28T16:14:42Z,TRUE,Woman (disambiguation),TRUE,A Woman,FALSE,,TRUE,Mam'zelle Charlot,FALSE,,TRUE,A Woman
"Portrait of a Woman, called ""The Nun""",Portrait of,0,,0,,2025-08-28T16:14:49Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Trivulzio Portrait,Trivulzio Portrait,1,en,1,en,2025-08-28T16:14:55Z,TRUE,Male portraits by Antonello da Messina,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tullia d'Aragona as Salome (detail),Tullia D'Aragona As Salome,0,,0,,2025-08-28T16:15:02Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Tullia d'Aragona as Salome (detail),Portrait of Tullia,0,,0,,2025-08-28T16:15:09Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Ursula Tucher,Ursula Tucher,0,,0,,2025-08-28T16:15:15Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Ursula Tucher,Portrait of Ursula Tucher,0,,0,,2025-08-28T16:15:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
The Ugly Duchess,The Ugly Duchess,1,en,14,"ar,arz,en,eo,es,fa,fr,he,hy,id,it,ja,ru,zh",2025-08-28T16:15:28Z,TRUE,The Ugly Duchess,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Venetian Woman,Venetian Woman,0,,0,,2025-08-28T16:15:35Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Diego de Villamayor,Diego de Villamayor,0,,0,,2025-08-28T16:15:42Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Diego de Villamayor,Portrait of Diego de Villamayor,0,,0,,2025-08-28T16:15:48Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Vittoria Farnese,Vittoria Farnese,5,"en,it,de,fr,es",17,"arz,az,bg,br,ca,cs,el,en,es,fr,it,ja,ka,pl,pt,ru,sv",2025-08-28T16:15:54Z,TRUE,Vittoria Farnese,TRUE,Vittoria Farnese,TRUE,Vittoria Farnese,TRUE,Victoire Farnèse,FALSE,,TRUE,Victoria Farnesio (duquesa de Urbino)
Portrait of Vittoria Farnese,Portrait of Vittoria Farnese,0,,0,,2025-08-28T16:16:00Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Moritz Welzer von Eberstein,Moritz Welzer von Eberstein,0,,0,,2025-08-28T16:16:07Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Moritz Welzer von Eberstein,Portrait of Moritz Welzer von Eberstein,0,,0,,2025-08-28T16:16:13Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
