"","confidence","headYaw","headPitch","gazeYaw","gazePitch","filename","ACNo.","画題等","画題２","役名.代.役者","版元文字","版元1","判種","続方向","落款印章","絵師","改印等","西暦","和暦","地域","劇場","外題","外題よみ","所作題","所作題よみ","主外題","系統分類題","所蔵","画中文字","homeURL","SmallImageURL","LargeImageURL","year"
"125",0.875,-15.4698604685322,3.38045099127186,20.168114388605,4.98473281763816,"arcUP5588","arcUP5588","「時代かゞみ」","「慶応之頃」「よつで駕」","","臨写印刷兼発行者　日本橋区吉川町二番地　松木平吉","松木　平吉","大判/錦絵","横","楊洲周延(楊洲玉印）","周延","明治廿九年十二月五日印刷、同年同月十日発行",NA,"","","","","","","","","美人画、風俗画","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUP5588","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP5588.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5588.jpg",NA
"126",0.975,-22.5745371281544,22.8037202462068,13.1207335084959,16.1001140431761,"arcUP5996(P)","arcUP5996(P)","","","","","","大判/錦絵","横","","","",NA,"","","","","","","","","","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUP5996(P)","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP5996(P).jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5996(P).jpg",NA
"127",0.875,-48.70141258612,22.6318329076675,45.263665815335,35.6952706366503,"arcUP6293","arcUP6293","「誠忠義士伝」","「阪垣源蔵」","","","","小判/錦絵","横","","","",NA,"","","","","","","","","忠臣蔵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUP6293","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP6293.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6293.jpg",NA
"128",0.875,32.6012985429438,17.8762832080817,-24.4652978520862,23.7204527184161,"arcUP6819(F)","arcUP6819(F)","","","","","","大判/錦絵","","","","",NA,"","","","","","","","","","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUP6819(F)","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP6819(F).jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6819(F).jpg",NA
"129",0.975,18.6211283417518,3.95340878640268,-13.5218039650874,18.9076072393172,"arcUP6838","arcUP6838","","","","","","大判/錦絵","","","","",NA,"","","","","","","","","口絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUP6838","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP6838.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6838.jpg",NA
"130",0.725,31.8564534092738,31.7418618502476,-24.0069316159815,24.6371851906254,"arcUY0011","arcUY0011","「日よし丸　あらし璃寛」","","日よし丸〈2〉嵐　璃寛","木","綿屋　喜兵衛","大判/錦絵","横","応需 重春画","重春","－",NA,"","","","","","","","","上方絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0011","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0011.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0011.jpg",NA
"131",0.975,65.3171886449138,-0.630253574643906,-39.8205667615922,10.8289023279726,"arcUY0016","arcUY0016","「安部の安名　中村歌右衛門」","","安部の安名〈3〉中村　歌右衛門","木","綿屋　喜兵衛","大判/錦絵","横","玉柳亭重春画","重春","－",1830,"文政１３","大坂","角","芦屋道満大内鑑","あしやどうまんおおうちかがみ","","","芦屋道満大内鑑","上方絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0016","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0016.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0016.jpg",1830
"132",0.875,31.4553829526822,27.4446783867664,-28.1895235204365,25.1528472062431,"arcUY0019","arcUY0019","「桃ノ井若狭之介」","","桃ノ井若狭之介〈5〉市川　海老蔵","－","なし","中判/錦絵","横","－","無款","－",1853,"嘉永０６","大坂","角","仮名手本忠臣蔵","かなでほんちゅうしんぐら","","","仮名手本忠臣蔵","上方絵、忠臣蔵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0019","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0019.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0019.jpg",1853
"133",0.975,-25.0955514267301,12.2612968157996,17.1887338539247,15.0114942324276,"arcUY0071","arcUY0071","「せつた直し長五郎」","","せつた直し長五郎〈1〉坂東　亀蔵","文、辻岡屋","辻岡屋　文助","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","辰三、改",1856,"安政０３","江戸","市村","夢結蝶鳥追","ゆめむすぶちょうにとりおい","","","鶴松扇曽我","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0071","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0071.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0071.jpg",1856
"134",0.875,-26.6425374735833,22.0015793330236,19.1367903573695,24.1788189545207,"arcUY0077","arcUY0077","「股たび伝内」","","股たび伝内〈1〉中山市蔵","久","山本屋　平吉","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","福、村松、丑六",1853,"嘉永０６","江戸","中村","花埜嵯峨猫魔稿","はなののさがねこまたぞうし","","","花埜嵯峨猫魔稿","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0077","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0077.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0077.jpg",1853
"135",0.925,47.4409054368322,19.0221987983433,-32.0856365273261,16.0428182636631,"arcUY0103","arcUY0103","「此村大炊の助実ハ大明の宋蘇卿　関三十郎」","","此村大炊の助実ハ大明の宋蘇卿〈2〉関　三十郎","大","上州屋　金蔵","大判/錦絵","横","五渡亭国貞画","国貞〈1〉","極",1831,"天保０２","江戸","市村","楼門五山桐","さんもんごさんのきり","","","楼門五山桐","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0103","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0103.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0103.jpg",1831
"136",0.825,41.1956654699062,28.4760024180019,-33.8045099127186,27.9603404023842,"arcUY0125","arcUY0125","「一文字や才兵へ　坂東三津五郎」","","一文字や才兵衛〈4〉坂東　三津五郎","久","山本　平吉","大判/錦絵","横","五渡亭国貞画","国貞〈1〉","極",1835,"天保０６","江戸","森田","仮名手本忠臣蔵","かなでほんちゅうしんぐら","","","仮名手本忠臣蔵","忠臣蔵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0125","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0125.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0125.jpg",1835
"137",0.875,26.0122838989394,-13.6363955241136,-2.5783100780887,3.95340878640268,"arcUY0150","arcUY0150","「八犬伝犬の草紙乃内」「房八女房おぬい」","","房八女房おぬい〈2〉尾上　菊次郎","－","蔦屋　吉蔵","大判/錦絵","横","国貞画(年玉枠)","国貞〈2〉","村松、福、子十",1852,"嘉永０５","江戸","(見立)","","","","","","八犬伝","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0150","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0150.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0150.jpg",1852
"138",0.875,-43.9458628865341,12.3185925953127,32.1429323068392,18.6784241212648,"arcUY0152","arcUY0152","「夢の市郎兵衛」","","夢の市郎兵衛〈5〉坂東　彦三郎","イセ芳","伊勢芳","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","未六改",1859,"安政０６","江戸","(見立)","","","","","","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0152","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0152.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0152.jpg",1859
"139",0.875,-36.6692988883727,23.3766780413376,29.3354391106981,26.9863121506618,"arcUY0153","arcUY0153","「かくれ家の茂兵衛」","","かくれ家の茂兵衛〈4.5〉尾上　梅幸","イセ芳","伊勢芳","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","未六改",1859,"安政０６","江戸","(見立)","","","","","","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0153","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0153.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0153.jpg",1859
"140",0.925,39.7059752025661,32.5440027634308,-29.3354391106981,31.2261998346299,"arcUY0155","arcUY0155","「湯島ノ三吉」","","湯島ノ三吉〈3〉市川　市蔵","イセ芳","伊勢芳","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","未五改",1859,"安政０６","江戸","(見立)","","","","","","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0155","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0155.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0155.jpg",1859
"141",0.875,42.3988768396809,32.6585943224569,-29.1635517721589,32.0856365273261,"arcUY0156","arcUY0156","「御誂三段ぼかし」「浮世伊之助」","","浮世伊之助〈3〉岩井　粂三郎","イセ芳","伊勢芳","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","未五改",1859,"安政０６","江戸","(見立)","","","","","","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0156","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0156.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0156.jpg",1859
"142",0.875,33.2315521175877,35.8098621956765,-20.5691848451966,30.5386504804729,"arcUY0157","arcUY0157","「鹿の子勘兵衛」","","鹿の子勘兵衛〈8〉片岡　仁左衛門","イセ芳","伊勢芳","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","未六改",1859,"安政０６","江戸","(見立)","","","","","","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0157","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0157.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0157.jpg",1859
"143",0.075,-38.6173553918175,11.860226359208,30.9397209370645,8.53707114744927,"arcUY0160","arcUY0160","「関東小六」","","関東小六〈4〉尾上　菊五郎","イセ芳","伊勢芳","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","未六改",1859,"安政０６","江戸","(見立)","","","","","","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0160","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0160.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0160.jpg",1859
"144",0.875,20.168114388605,34.7212423849279,-13.0061419494697,32.0856365273261,"arcUY0165","arcUY0165","「座頭波市実ハ玄界灘右衛門」","","座頭波市実ハ玄海灘右衛門〈3〉嵐　璃寛","文、辻岡屋","辻岡屋　文助","大判/錦絵","横","豊国画(年玉枠)","豊国〈3〉","丑四、村田、衣笠",1853,"嘉永０６","江戸","河原崎","しらぬひ譚","しらぬいものがたり","","","しらぬひ譚","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0165","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0165.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0165.jpg",1853
"145",0.675,23.4339738208507,44.1750460045865,-19.9389312705526,40.33622877721,"arcUY0185","arcUY0185","「つち屋梅川」","","つち屋梅川〈4〉尾上　梅幸","て","","大判/錦絵","横","一勇斎国芳画(芳桐印)","国芳","－",1848,"嘉永０１","江戸","中村","金幣長者将","きんのざいちょうじゃのゆみとり","道行故郷の陽雨","みちゆきこきょうのはるさめ","金幣長者将","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0185","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0185.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0185.jpg",1848
"146",0.975,27.0436079301749,49.1597788222246,-20.6264806247096,40.6227076747754,"arcUY0202","arcUY0202","「中村芝翫九変化ノ内」","","契情〈2〉中村　芝翫","久","山本　平吉","大判/錦絵","横","五渡亭国貞画","国貞〈1〉","極",1833,"天保０４","江戸","中村","桜時花吉原","さくらどきはなのよしわら","興九重弥生花道","きょうここのえやよいのはなみち","桜時花吉原","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0202","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0202.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0202.jpg",1833
"147",0.025,-69.5570763288819,-9.68298673771091,31.2261998346299,-6.24523996692597,"arcUY0202","arcUY0202","「中村芝翫九変化ノ内」","","契情〈2〉中村　芝翫","久","山本　平吉","大判/錦絵","横","五渡亭国貞画","国貞〈1〉","極",1833,"天保０４","江戸","中村","桜時花吉原","さくらどきはなのよしわら","興九重弥生花道","きょうここのえやよいのはなみち","桜時花吉原","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0202","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0202.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0202.jpg",1833
"148",0.025,77.292006563148,-28.6478897565412,-53.1131876086273,24.6944809701385,"arcUY0212","arcUY0212","「幡すい長兵衛　市川海老蔵」","","幡すい長兵衛〈5〉市川　海老蔵","吉、両国加々や","加賀屋　吉右衛門","大判/錦絵","横","五渡亭国貞画","国貞〈1〉","極",1838,"天保０９","江戸","市村","御摂手向花川戸","ごひいきたむけのはなかわど","","","恋灘根曳☆","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0212","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0212.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0212.jpg",1838
"149",0.925,-52.8267087110619,51.3943142232348,37.3568482425297,36.9557777859381,"arcUY0212","arcUY0212","「幡すい長兵衛　市川海老蔵」","","幡すい長兵衛〈5〉市川　海老蔵","吉、両国加々や","加賀屋　吉右衛門","大判/錦絵","横","五渡亭国貞画","国貞〈1〉","極",1838,"天保０９","江戸","市村","御摂手向花川戸","ごひいきたむけのはなかわど","","","恋灘根曳☆","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0212","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0212.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0212.jpg",1838
"150",0.825,48.70141258612,4.92743703812508,-32.3721154248915,13.5218039650874,"arcUY0218","arcUY0218","「天保四年九月名残狂言」「白太夫　中村芝翫」","","白太夫〈2〉中村　芝翫","四ツ谷大国屋","大黒屋　伊三郎","大判/錦絵","横","一勇斎国芳画","国芳画","極",1833,"天保０４","江戸","中村","手向山紅葉御幣","たむけやまもみじのみてぐら","","","手向山紅葉御幣","菅原","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0218","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0218.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0218.jpg",1833
"151",0.825,24.5798894111123,35.466087518598,-14.5531279963229,27.3300868277403,"arcUY0224","arcUY0224","「織姫繻子緑色糸」「官女白瀧　市川左団次」","","官女白織〈2〉市川　左団次","－","福田　熊次郎","大判/錦絵","横","豊原国周筆","国周","－",1894,"明治２７","東京","明治","花菖蒲慶安実記","はなしょうぶけいあんじっき","織姫繻子縁色糸","おりひめしゅすえにしのいろいと","甲州流武田幕張","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0224","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0224.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0224.jpg",1894
"152",0.875,26.6425374735833,32.7731858814831,-17.8189874285686,28.7624813155673,"arcUY0327","arcUY0327","「宗さだ」","","","佐野喜","佐野屋　喜兵衛","大判/錦絵","横","応需 香蝶楼国貞画","国貞〈1〉","－",1830,"天保０１","","(見立)","","","","","","関の扉","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0327","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0327.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0327.jpg",1830
"153",0.875,21.543213096919,14.0947617602183,-10.5997192099202,16.1574098226892,"arcUY0351","arcUY0351","「三七郎信孝　市村羽左衛門」","","三七郎信孝〈15〉市村　羽左衛門","－","福田　初次郎","大判/錦絵","横","－","豊斎","－",1904,"明治３７","東京","歌舞伎","三千両初春蔵入","さんぜんりょうしょはるのくらいり","","","忠孝梅金沢","馬切","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0351","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0351.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0351.jpg",1904
"154",0.875,28.4187066384888,22.3453540101021,-23.0329033642591,23.2047907027983,"arcUY0359","arcUY0359","「大日坊改天日坊」","","大日坊改天日坊〈4〉中村　歌右衛門","清水屋","清水3ヵ","大判/錦絵","横","一勇斎国芳画","国芳","浜、馬込",1849,"嘉永０２","江戸","市村","詞花紅成盛","ことばのはなもみじのよざかり","","","詞花紅成盛","役者絵","立命館ARC","","https://www.dh-jac.net/db/nishikie/results-big.php?f1[]= arcUY0359","https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUY/arcUY0359.jpg","https://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUY/arcUY0359.jpg",1849
